code_muni,uf,municipality,adoption_year,resolution
2615300,PE,Timbaúba,2024,Nº 9 - 20/08/2024
2615409,PE,Toritama,2026,Nº 18 - 13/01/2026
2615508,PE,Tracunhaém,2026,N° 28 - 26/08/2026
2615607,PE,Trindade,2024,Nº 9 - 20/08/2024
2615706,PE,Triunfo,2026,Nº 25 - 26/06/2026
2615805,PE,Tupanatinga,2025,Nº 8 - 30/04/2025
2615904,PE,Tuparetama,2025,Nº 9 - 30/06/2025
2616001,PE,Venturosa,2025,Nº 9 - 30/06/2025
2616100,PE,Verdejante,2024,Nº 13 - 13/12/2024
2616183,PE,Vertente do Lério,2025,Nº 15 - 31/10/2025
2616209,PE,Vertentes,2025,Nº 5 - 25/03/2025
2616407,PE,Vitória de Santo Antão,2024,Nº 13 - 13/12/2024
2616506,PE,Xexéu,2025,Nº 9 - 30/06/2025
2200053,PI,Acauã,2014,Nº 4 - 20/03/2014
2200202,PI,Água Branca,2017,Nº 5 - 11/10/2017
2200251,PI,Alagoinha do Piauí,2014,Nº 8 - 27/11/2014
2200608,PI,Angical do Piauí,2024,Nº 8 - 03/07/2024
2201176,PI,Barra D'Alcântara,2014,Nº 8 - 27/11/2014
2201200,PI,Barras,2014,Nº 8 - 27/11/2014
2201556,PI,Bela Vista do Piauí,2014,Nº 8 - 27/11/2014
2201705,PI,Bertolínia,2017,Nº 5 - 11/10/2017
2201804,PI,Bocaina,2024,Nº 4 - 07/05/2024
2201945,PI,Boqueirão do Piauí,2024,Nº 10 - 30/09/2024
2201960,PI,Brasileira,2013,Nº 1 - 20/11/2013
2202059,PI,Cabeceiras do Piauí,2024,Nº 10 - 30/09/2024
2202174,PI,Campo Largo do Piauí,2024,Nº 10 - 30/09/2024
2202554,PI,Caridade do Piauí,2026,Nº 18 - 13/01/2026
2202604,PI,Castelo do Piauí,2024,Nº 10 - 30/09/2024
2202737,PI,Coivaras,2024,Nº 4 - 07/05/2024
2202802,PI,Conceição do Canindé,2026,N° 28 - 26/08/2026
2202901,PI,Corrente,2014,Nº 4 - 20/03/2014
2203107,PI,Cristino Castro,2026,N° 28 - 26/08/2026
2203255,PI,Curralinhos,2014,Nº 8 - 27/11/2014
2203420,PI,Domingos Mourão,2024,Nº 4 - 07/05/2024
2203503,PI,Elesbão Veloso,2014,Nº 4 - 20/03/2014
2204204,PI,Francisco Santos,2024,Nº 4 - 07/05/2024
2204600,PI,Hugo Napoleão,2016,Nº 1 - 21/03/2016
2204808,PI,Ipiranga do Piauí,2026,Nº 21 - 30/03/2026
2205003,PI,Itainópolis,2014,Nº 8 - 27/11/2014
2205276,PI,Jatobá do Piauí,2024,Nº 10 - 30/09/2024
2205458,PI,Joca Marques,2025,Nº 14 - 16/10/2025
2205557,PI,Lagoa Alegre,2025,Nº 14 - 16/10/2025
2205607,PI,Landri Sales,2024,Nº 8 - 03/07/2024
2205854,PI,Madeiro,2026,Nº 22 - 29/04/2026
2205904,PI,Manoel Emídio,2025,Nº 17 - 31/12/2025
2205953,PI,Marcolândia,2026,Nº 21 - 30/03/2026
2206407,PI,Monsenhor Gil,2026,Nº 26 - 26/07/2026
2206506,PI,Monsenhor Hipólito,2014,Nº 8 - 27/11/2014
2206654,PI,Morro Cabeça no Tempo,2024,Nº 4 - 07/05/2024
2206696,PI,Murici dos Portelas,2024,Nº 8 - 03/07/2024
2206704,PI,Nazaré do Piauí,2025,Nº 9 - 30/06/2025
2206720,PI,Nazária,2024,Nº 03 - 05/04/2024
2206753,PI,Nossa Senhora de Nazaré,2025,Nº 14 - 16/10/2025
2206803,PI,Nossa Senhora dos Remédios,2025,Nº 9 - 30/06/2025
2206902,PI,Novo Oriente do Piauí,2014,Nº 8 - 27/11/2014
2207009,PI,Oeiras,2024,Nº 03 - 05/04/2024
2207108,PI,Olho D'Água do Piauí,2014,Nº 8 - 27/11/2014
2207207,PI,Padre Marcos,2024,Nº 8 - 03/07/2024
2207504,PI,Palmeirais,2024,Nº 4 - 07/05/2024
2207751,PI,Passagem Franca do Piauí,2017,Nº 5 - 11/10/2017
2207801,PI,Paulistana,2024,Nº 11 - 09/10/2024
2207850,PI,Pavussu,2025,Nº 8 - 30/04/2025
2207900,PI,Pedro II,2013,Nº 1 - 20/11/2013
2208106,PI,Pimenteiras,2014,Nº 8 - 27/11/2014
2208403,PI,Piripiri,2013,Nº 1 - 20/11/2013
2208502,PI,Porto,2024,Nº 4 - 07/05/2024
2208650,PI,Queimada Nova,2014,Nº 4 - 20/03/2014
2209377,PI,Santa Rosa do Piauí,2014,Nº 8 - 27/11/2014
2209401,PI,Santo Antônio de Lisboa,2024,Nº 6 - 29/05/2024
2209450,PI,Santo Antônio dos Milagres,2017,Nº 5 - 11/10/2017
2209757,PI,São Gonçalo do Gurguéia,2026,Nº 19 - 26/02/2026
2209955,PI,São João da Varjota,2025,Nº 17 - 31/12/2025
2209971,PI,São João do Arraial,2026,Nº 21 - 30/03/2026
2210003,PI,São João do Piauí,2024,Nº 4 - 07/05/2024
2210201,PI,São José do Piauí,2024,Nº 6 - 29/05/2024
2210359,PI,São Lourenço do Piauí,2016,Nº 6 - 28/10/2016
2210375,PI,São Luis do Piauí,2025,Nº 14 - 16/10/2025
2210391,PI,São Miguel do Fidalgo,2025,Nº 9 - 30/06/2025
2210409,PI,São Miguel do Tapuio,2025,Nº 14 - 16/10/2025
2210607,PI,São Raimundo Nonato,2025,Nº 14 - 16/10/2025
2210623,PI,Sebastião Barros,2024,Nº 8 - 03/07/2024
2210631,PI,Sebastião Leal,2014,Nº 8 - 27/11/2014
2210656,PI,Sigefredo Pacheco,2024,Nº 2 - 08/03/2024
2210805,PI,Simplício Mendes,2024,Nº 4 - 07/05/2024
2211001,PI,Teresina,2016,Nº 2 - 03/05/2016
2211704,PI,Wall Ferraz,2026,N° 28 - 26/08/2026
4100103,PR,Abatiá,2026,Nº 21 - 30/03/2026
4100202,PR,Adrianópolis,2023,Nº 1 - 30/06/2023
4100301,PR,Agudos do Sul,2025,Nº 2 - 24/02/2025
4100400,PR,Almirante Tamandaré,2020,Nº 2 - 08/07/2020
4100459,PR,Altamira do Paraná,2025,Nº 2 - 24/02/2025
4100509,PR,Altônia,2017,Nº 5 - 11/10/2017
4100608,PR,Alto Paraná,2016,Nº 5 - 03/08/2016
4100707,PR,Alto Piquiri,2016,Nº 1 - 21/03/2016
4100806,PR,Alvorada do Sul,2017,Nº 4 - 10/07/2017
4100905,PR,Amaporã,2023,Nº 1 - 30/06/2023
4101002,PR,Ampére,2016,Nº 1 - 21/03/2016
4101101,PR,Andirá,2016,Nº 1 - 21/03/2016
4101150,PR,Ângulo,2020,Nº 2 - 08/07/2020
4101309,PR,Antônio Olinto,2020,Nº 2 - 08/07/2020
4101408,PR,Apucarana,2023,Nº 1 - 30/06/2023
4101507,PR,Arapongas,2020,Nº 2 - 08/07/2020
4101655,PR,Arapuã,2018,Nº 5 - 23/07/2018
4101705,PR,Araruna,2020,Nº 2 - 08/07/2020
4101804,PR,Araucária,2022,Nº 1 - 24/02/2022
4101853,PR,Ariranha do Ivaí,2024,Nº 10 - 30/09/2024
4101903,PR,Assaí,2016,Nº 1 - 21/03/2016
4102000,PR,Assis Chateaubriand,2024,Nº 10 - 30/09/2024
4102109,PR,Astorga,2020,Nº 2 - 08/07/2020
4102208,PR,Atalaia,2018,Nº 4 - 17/04/2018
4102307,PR,Balsa Nova,2024,Nº 03 - 05/04/2024
4102406,PR,Bandeirantes,2026,Nº 21 - 30/03/2026
4102505,PR,Barbosa Ferraz,2025,Nº 2 - 24/02/2025
4102604,PR,Barracão,2016,Nº 1 - 21/03/2016
4102703,PR,Barra do Jacaré,2024,Nº 10 - 30/09/2024
4102752,PR,Bela Vista da Caroba,2025,Nº 12 - 03/09/2025
4102802,PR,Bela Vista do Paraíso,2024,Nº 4 - 07/05/2024
4102901,PR,Bituruna,2026,Nº 21 - 30/03/2026
4103008,PR,Boa Esperança,2020,Nº 2 - 08/07/2020
4103024,PR,Boa Esperança do Iguaçu,2016,Nº 1 - 21/03/2016
4103040,PR,Boa Ventura de São Roque,2020,Nº 2 - 08/07/2020
4103057,PR,Boa Vista da Aparecida,2022,Nº 1 - 24/02/2022
4103107,PR,Bocaiúva do Sul,2025,Nº 2 - 24/02/2025
4103156,PR,Bom Jesus do Sul,2016,Nº 1 - 21/03/2016
4103206,PR,Bom Sucesso,2024,Nº 03 - 05/04/2024
4103222,PR,Bom Sucesso do Sul,2020,Nº 2 - 08/07/2020
4103305,PR,Borrazópolis,2017,Nº 5 - 11/10/2017
4103354,PR,Braganey,2020,Nº 2 - 08/07/2020
4103370,PR,Brasilândia do Sul,2018,Nº 4 - 17/04/2018
4103404,PR,Cafeara,2024,Nº 7 - 21/06/2024
4103453,PR,Cafelândia,2016,Nº 7 - 13/12/2016
4103479,PR,Cafezal do Sul,2016,Nº 1 - 21/03/2016
4103503,PR,Califórnia,2024,Nº 4 - 07/05/2024
4103701,PR,Cambé,2024,Nº 4 - 07/05/2024
4103800,PR,Cambira,2024,Nº 7 - 21/06/2024
4103958,PR,Campina do Simão,2020,Nº 03 - 15/10/2020
4104006,PR,Campina Grande do Sul,2024,Nº 4 - 07/05/2024
4104055,PR,Campo Bonito,2020,Nº 2 - 08/07/2020
4104105,PR,Campo do Tenente,2025,Nº 2 - 24/02/2025
4104204,PR,Campo Largo,2022,Nº 1 - 24/02/2022
4104253,PR,Campo Magro,2026,N° 28 - 26/08/2026
4104303,PR,Campo Mourão,2022,Nº 1 - 24/02/2022
4104402,PR,Cândido de Abreu,2024,Nº 10 - 30/09/2024
4104428,PR,Candói,2024,Nº 4 - 07/05/2024
4104451,PR,Cantagalo,2024,Nº 10 - 30/09/2024
4104501,PR,Capanema,2016,Nº 5 - 03/08/2016
4104600,PR,Capitão Leônidas Marques,2016,Nº 7 - 13/12/2016
4104659,PR,Carambeí,2024,Nº 10 - 30/09/2024
4104709,PR,Carlópolis,2020,Nº 2 - 08/07/2020
4104808,PR,Cascavel,2016,Nº 5 - 03/08/2016
4104907,PR,Castro,2017,Nº 5 - 11/10/2017
4105003,PR,Catanduvas,2020,Nº 2 - 08/07/2020
4105102,PR,Centenário do Sul,2016,Nº 1 - 21/03/2016
4105201,PR,Cerro Azul,2020,Nº 03 - 15/10/2020
4105300,PR,Céu Azul,2025,Nº 2 - 24/02/2025
4105409,PR,Chopinzinho,2018,Nº 5 - 23/07/2018
4105508,PR,Cianorte,2017,Nº 5 - 11/10/2017
4105607,PR,Cidade Gaúcha,2018,Nº 4 - 17/04/2018
4105706,PR,Clevelândia,2025,Nº 2 - 24/02/2025
4105805,PR,Colombo,2022,Nº 1 - 24/02/2022
4105904,PR,Colorado,2024,Nº 4 - 07/05/2024
4106001,PR,Congonhinhas,2016,Nº 7 - 13/12/2016
4106100,PR,Conselheiro Mairinck,2025,Nº 2 - 24/02/2025
4106209,PR,Contenda,2023,Nº 1 - 30/06/2023
4106308,PR,Corbélia,2016,Nº 1 - 21/03/2016
4106407,PR,Cornélio Procópio,2025,Nº 9 - 30/06/2025
4106555,PR,Corumbataí do Sul,2024,Nº 4 - 07/05/2024
4106571,PR,Cruzeiro do Iguaçu,2024,Nº 10 - 30/09/2024
4106605,PR,Cruzeiro do Oeste,2016,Nº 5 - 03/08/2016
4106704,PR,Cruzeiro do Sul,2016,Nº 1 - 21/03/2016
4106803,PR,Cruz Machado,2017,Nº 4 - 10/07/2017
4106852,PR,Cruzmaltina,2024,Nº 10 - 30/09/2024
4106902,PR,Curitiba,2016,Nº 1 - 21/03/2016
4107009,PR,Curiúva,2024,Nº 10 - 30/09/2024
4107108,PR,Diamante do Norte,2024,Nº 4 - 07/05/2024
4107124,PR,Diamante do Sul,2018,Nº 5 - 23/07/2018
4107157,PR,Diamante D'Oeste,2017,Nº 5 - 11/10/2017
4107207,PR,Dois Vizinhos,2016,Nº 5 - 03/08/2016
4107256,PR,Douradina,2016,Nº 1 - 21/03/2016
4107306,PR,Doutor Camargo,2024,Nº 7 - 21/06/2024
4107405,PR,Enéas Marques,2016,Nº 5 - 03/08/2016
4107504,PR,Engenheiro Beltrão,2020,Nº 2 - 08/07/2020
4107520,PR,Esperança Nova,2017,Nº 4 - 10/07/2017
4107538,PR,Entre Rios do Oeste,2025,Nº 12 - 03/09/2025
4107546,PR,Espigão Alto do Iguaçu,2024,Nº 7 - 21/06/2024
4107553,PR,Farol,2025,Nº 2 - 24/02/2025
4107603,PR,Faxinal,2018,Nº 5 - 23/07/2018
4107652,PR,Fazenda Rio Grande,2024,Nº 7 - 21/06/2024
4107702,PR,Fênix,2020,Nº 03 - 15/10/2020
4107736,PR,Fernandes Pinheiro,2023,Nº 1 - 30/06/2023
4107751,PR,Figueira,2016,Nº 5 - 03/08/2016
4107801,PR,Floraí,2024,Nº 10 - 30/09/2024
4107900,PR,Floresta,2024,Nº 7 - 21/06/2024
4108007,PR,Florestópolis,2024,Nº 03 - 05/04/2024
4108106,PR,Flórida,2024,Nº 4 - 07/05/2024
4108304,PR,Foz do Iguaçu,2024,Nº 4 - 07/05/2024
4108320,PR,Francisco Alves,2016,Nº 5 - 03/08/2016
4108403,PR,Francisco Beltrão,2016,Nº 7 - 13/12/2016
4108452,PR,Foz do Jordão,2020,Nº 03 - 15/10/2020
4108502,PR,General Carneiro,2020,Nº 03 - 15/10/2020
4108551,PR,Godoy Moreira,2022,Nº 2 - 05/05/2022
4108650,PR,Goioxim,2020,Nº 2 - 08/07/2020
4108700,PR,Grandes Rios,2024,Nº 10 - 30/09/2024
4108809,PR,Guaíra,2025,Nº 2 - 24/02/2025
4108908,PR,Guairaçá,2016,Nº 5 - 03/08/2016
4108957,PR,Guamiranga,2024,Nº 4 - 07/05/2024
4109005,PR,Guapirama,2016,Nº 5 - 03/08/2016
4109104,PR,Guaporema,2017,Nº 5 - 11/10/2017
4109203,PR,Guaraci,2024,Nº 7 - 21/06/2024
4109302,PR,Guaraniaçu,2016,Nº 1 - 21/03/2016
4109401,PR,Guarapuava,2016,Nº 7 - 13/12/2016
4109609,PR,Guaratuba,2023,Nº 1 - 30/06/2023
4109658,PR,Honório Serpa,2020,Nº 03 - 15/10/2020
4109708,PR,Ibaiti,2025,Nº 9 - 30/06/2025
4109757,PR,Ibema,2022,Nº 2 - 05/05/2022
4109807,PR,Ibiporã,2024,Nº 7 - 21/06/2024
4109906,PR,Icaraíma,2016,Nº 7 - 13/12/2016
4110003,PR,Iguaraçu,2016,Nº 7 - 13/12/2016
4110052,PR,Iguatu,2020,Nº 2 - 08/07/2020
4110078,PR,Imbaú,2025,Nº 12 - 03/09/2025
4110102,PR,Imbituva,2024,Nº 10 - 30/09/2024
4110201,PR,Inácio Martins,2025,Nº 2 - 24/02/2025
4110300,PR,Inajá,2022,Nº 1 - 24/02/2022
4110409,PR,Indianópolis,2017,Nº 5 - 11/10/2017
4110508,PR,Ipiranga,2025,Nº 9 - 30/06/2025
4110607,PR,Iporã,2018,Nº 4 - 17/04/2018
4110656,PR,Iracema do Oeste,2016,Nº 5 - 03/08/2016
4110706,PR,Irati,2024,Nº 7 - 21/06/2024
4110805,PR,Iretama,2020,Nº 03 - 15/10/2020
4110904,PR,Itaguajé,2024,Nº 10 - 30/09/2024
4110953,PR,Itaipulândia,2016,Nº 5 - 03/08/2016
4111001,PR,Itambaracá,2022,Nº 2 - 05/05/2022
4111100,PR,Itambé,2024,Nº 10 - 30/09/2024
4111209,PR,Itapejara d'Oeste,2020,Nº 2 - 08/07/2020
4111258,PR,Itaperuçu,2024,Nº 03 - 05/04/2024
4111308,PR,Itaúna do Sul,2022,Nº 2 - 05/05/2022
4111407,PR,Ivaí,2025,Nº 12 - 03/09/2025
4111506,PR,Ivaiporã,2020,Nº 03 - 15/10/2020
4111555,PR,Ivaté,2018,Nº 5 - 23/07/2018
4111605,PR,Ivatuba,2018,Nº 5 - 23/07/2018
4111704,PR,Jaboti,2025,Nº 4 - 20/03/2025
4111803,PR,Jacarezinho,2025,Nº 2 - 24/02/2025
4111902,PR,Jaguapitã,2024,Nº 03 - 05/04/2024
4112009,PR,Jaguariaíva,2025,Nº 4 - 20/03/2025
4112108,PR,Jandaia do Sul,2024,Nº 03 - 05/04/2024
4112306,PR,Japira,2024,Nº 03 - 05/04/2024
4112405,PR,Japurá,2020,Nº 2 - 08/07/2020
4112504,PR,Jardim Alegre,2024,Nº 4 - 07/05/2024
4112603,PR,Jardim Olinda,2020,Nº 03 - 15/10/2020
4112702,PR,Jataizinho,2025,Nº 2 - 24/02/2025
4112801,PR,Joaquim Távora,2020,Nº 2 - 08/07/2020
4112900,PR,Jundiaí do Sul,2016,Nº 7 - 13/12/2016
4112959,PR,Juranda,2024,Nº 03 - 05/04/2024
4113007,PR,Jussara,2018,Nº 4 - 17/04/2018
4113106,PR,Kaloré,2024,Nº 03 - 05/04/2024
4113205,PR,Lapa,2024,Nº 7 - 21/06/2024
4113254,PR,Laranjal,2018,Nº 5 - 23/07/2018
4113304,PR,Laranjeiras do Sul,2017,Nº 4 - 10/07/2017
4113403,PR,Leópolis,2023,Nº 1 - 30/06/2023
4113429,PR,Lidianópolis,2016,Nº 5 - 03/08/2016
4113452,PR,Lindoeste,2020,Nº 2 - 08/07/2020
4113502,PR,Loanda,2018,Nº 5 - 23/07/2018
4113601,PR,Lobato,2024,Nº 10 - 30/09/2024
4113700,PR,Londrina,2024,Nº 03 - 05/04/2024
4113734,PR,Luiziana,2024,Nº 03 - 05/04/2024
4113759,PR,Lunardelli,2020,Nº 2 - 08/07/2020
4113809,PR,Lupionópolis,2024,Nº 4 - 07/05/2024
4114005,PR,Mamborê,2017,Nº 5 - 11/10/2017
4114104,PR,Mandaguaçu,2024,Nº 10 - 30/09/2024
4114203,PR,Mandaguari,2024,Nº 10 - 30/09/2024
4114302,PR,Mandirituba,2024,Nº 7 - 21/06/2024
4114351,PR,Manfrinópolis,2017,Nº 5 - 11/10/2017
4114401,PR,Mangueirinha,2024,Nº 7 - 21/06/2024
4114500,PR,Manoel Ribas,2024,Nº 7 - 21/06/2024
4114609,PR,Marechal Cândido Rondon,2016,Nº 5 - 03/08/2016
4114708,PR,Maria Helena,2016,Nº 5 - 03/08/2016
4114807,PR,Marialva,2024,Nº 4 - 07/05/2024
4114906,PR,Marilândia do Sul,2024,Nº 4 - 07/05/2024
4115002,PR,Marilena,2017,Nº 4 - 10/07/2017
4115101,PR,Mariluz,2016,Nº 7 - 13/12/2016
4115200,PR,Maringá,2016,Nº 5 - 03/08/2016
4115309,PR,Mariópolis,2020,Nº 2 - 08/07/2020
4115408,PR,Marmeleiro,2017,Nº 5 - 11/10/2017
4115457,PR,Marquinho,2020,Nº 03 - 15/10/2020
4115507,PR,Marumbi,2024,Nº 10 - 30/09/2024
4115606,PR,Matelândia,2023,Nº 1 - 30/06/2023
4115705,PR,Matinhos,2024,Nº 10 - 30/09/2024
4115739,PR,Mato Rico,2017,Nº 4 - 10/07/2017
4115754,PR,Mauá da Serra,2024,Nº 03 - 05/04/2024
4115804,PR,Medianeira,2024,Nº 10 - 30/09/2024
4115853,PR,Mercedes,2016,Nº 7 - 13/12/2016
4115903,PR,Mirador,2016,Nº 5 - 03/08/2016
4116000,PR,Miraselva,2024,Nº 7 - 21/06/2024
4116109,PR,Moreira Sales,2025,Nº 2 - 24/02/2025
4116208,PR,Morretes,2024,Nº 10 - 30/09/2024
4116307,PR,Munhoz de Melo,2024,Nº 4 - 07/05/2024
4116406,PR,Nossa Senhora das Graças,2024,Nº 4 - 07/05/2024
4116505,PR,Nova Aliança do Ivaí,2024,Nº 7 - 21/06/2024
4116604,PR,Nova América da Colina,2020,Nº 2 - 08/07/2020
4116703,PR,Nova Aurora,2017,Nº 5 - 11/10/2017
4116802,PR,Nova Cantu,2020,Nº 2 - 08/07/2020
4116901,PR,Nova Esperança,2022,Nº 1 - 24/02/2022
4117008,PR,Nova Fátima,2016,Nº 7 - 13/12/2016
4117057,PR,Nova Laranjeiras,2024,Nº 4 - 07/05/2024
4117107,PR,Nova Londrina,2023,Nº 1 - 30/06/2023
4117206,PR,Nova Olímpia,2017,Nº 4 - 10/07/2017
4117214,PR,Nova Santa Bárbara,2024,Nº 10 - 30/09/2024
4117222,PR,Nova Santa Rosa,2016,Nº 5 - 03/08/2016
4117255,PR,Nova Prata do Iguaçu,2016,Nº 1 - 21/03/2016
4117271,PR,Nova Tebas,2024,Nº 03 - 05/04/2024
4117297,PR,Novo Itacolomi,2016,Nº 1 - 21/03/2016
4117305,PR,Ortigueira,2022,Nº 2 - 05/05/2022
4117404,PR,Ourizona,2016,Nº 5 - 03/08/2016
4117453,PR,Ouro Verde do Oeste,2024,Nº 10 - 30/09/2024
4117503,PR,Paiçandu,2024,Nº 10 - 30/09/2024
4117602,PR,Palmas,2024,Nº 10 - 30/09/2024
4117701,PR,Palmeira,2024,Nº 4 - 07/05/2024
4117800,PR,Palmital,2024,Nº 7 - 21/06/2024
4117909,PR,Palotina,2017,Nº 5 - 11/10/2017
4118006,PR,Paraíso do Norte,2016,Nº 5 - 03/08/2016
4118105,PR,Paranacity,2022,Nº 1 - 24/02/2022
4118303,PR,Paranapoema,2023,Nº 1 - 30/06/2023
4118402,PR,Paranavaí,2024,Nº 7 - 21/06/2024
4118451,PR,Pato Bragado,2020,Nº 03 - 15/10/2020
4118501,PR,Pato Branco,2017,Nº 5 - 11/10/2017
4118600,PR,Paula Freitas,2018,Nº 5 - 23/07/2018
4118709,PR,Paulo Frontin,2016,Nº 5 - 03/08/2016
4118808,PR,Peabiru,2020,Nº 2 - 08/07/2020
4118857,PR,Perobal,2017,Nº 5 - 11/10/2017
4118907,PR,Pérola,2016,Nº 1 - 21/03/2016
4119004,PR,Pérola d'Oeste,2020,Nº 2 - 08/07/2020
4119103,PR,Piên,2025,Nº 2 - 24/02/2025
4119152,PR,Pinhais,2013,Nº 1 - 20/11/2013
4119202,PR,Pinhalão,2024,Nº 10 - 30/09/2024
4119251,PR,Pinhal de São Bento,2016,Nº 5 - 03/08/2016
4119301,PR,Pinhão,2022,Nº 1 - 24/02/2022
4119400,PR,Piraí do Sul,2024,Nº 7 - 21/06/2024
4119509,PR,Piraquara,2023,Nº 1 - 30/06/2023
4119608,PR,Pitanga,2016,Nº 5 - 03/08/2016
4119657,PR,Pitangueiras,2024,Nº 4 - 07/05/2024
4119707,PR,Planaltina do Paraná,2018,Nº 4 - 17/04/2018
4119806,PR,Planalto,2016,Nº 1 - 21/03/2016
4119905,PR,Ponta Grossa,2023,Nº 1 - 30/06/2023
4120002,PR,Porecatu,2024,Nº 4 - 07/05/2024
4120101,PR,Porto Amazonas,2024,Nº 4 - 07/05/2024
4120150,PR,Porto Barreiro,2017,Nº 4 - 10/07/2017
4120200,PR,Porto Rico,2016,Nº 7 - 13/12/2016
4120309,PR,Porto Vitória,2016,Nº 1 - 21/03/2016
4120333,PR,Prado Ferreira,2024,Nº 7 - 21/06/2024
4120358,PR,Pranchita,2016,Nº 1 - 21/03/2016
4120408,PR,Presidente Castelo Branco,2024,Nº 03 - 05/04/2024
4120507,PR,Primeiro de Maio,2024,Nº 03 - 05/04/2024
4120606,PR,Prudentópolis,2022,Nº 1 - 24/02/2022
4120705,PR,Quatiguá,2025,Nº 2 - 24/02/2025
4120804,PR,Quatro Barras,2024,Nº 03 - 05/04/2024
4120853,PR,Quatro Pontes,2025,Nº 9 - 30/06/2025
4120903,PR,Quedas do Iguaçu,2022,Nº 1 - 24/02/2022
4121000,PR,Querência do Norte,2022,Nº 1 - 24/02/2022
4121109,PR,Quinta do Sol,2025,Nº 9 - 30/06/2025
4121208,PR,Quitandinha,2022,Nº 2 - 05/05/2022
4121257,PR,Ramilândia,2020,Nº 2 - 08/07/2020
4121307,PR,Rancho Alegre,2025,Nº 9 - 30/06/2025
4121406,PR,Realeza,2016,Nº 7 - 13/12/2016
4121604,PR,Renascença,2016,Nº 1 - 21/03/2016
4121703,PR,Reserva,2024,Nº 7 - 21/06/2024
4121752,PR,Reserva do Iguaçu,2016,Nº 7 - 13/12/2016
4121901,PR,Ribeirão do Pinhal,2026,Nº 21 - 30/03/2026
4122008,PR,Rio Azul,2022,Nº 2 - 05/05/2022
4122107,PR,Rio Bom,2024,Nº 7 - 21/06/2024
4122156,PR,Rio Bonito do Iguaçu,2020,Nº 2 - 08/07/2020
4122172,PR,Rio Branco do Ivaí,2022,Nº 2 - 05/05/2022
4122206,PR,Rio Branco do Sul,2022,Nº 1 - 24/02/2022
4122305,PR,Rio Negro,2022,Nº 1 - 24/02/2022
4122404,PR,Rolândia,2024,Nº 03 - 05/04/2024
4122503,PR,Roncador,2022,Nº 2 - 05/05/2022
4122602,PR,Rondon,2017,Nº 5 - 11/10/2017
4122651,PR,Rosário do Ivaí,2020,Nº 2 - 08/07/2020
4122701,PR,Sabáudia,2024,Nº 10 - 30/09/2024
4122800,PR,Salgado Filho,2016,Nº 1 - 21/03/2016
4123006,PR,Salto do Lontra,2026,Nº 21 - 30/03/2026
4123105,PR,Santa Amélia,2025,Nº 12 - 03/09/2025
4123303,PR,Santa Cruz de Monte Castelo,2024,Nº 4 - 07/05/2024
4123402,PR,Santa Fé,2024,Nº 4 - 07/05/2024
4123501,PR,Santa Helena,2025,Nº 12 - 03/09/2025
4123600,PR,Santa Inês,2024,Nº 10 - 30/09/2024
4123709,PR,Santa Isabel do Ivaí,2022,Nº 1 - 24/02/2022
4123808,PR,Santa Izabel do Oeste,2016,Nº 5 - 03/08/2016
4123824,PR,Santa Lúcia,2021,Nº 1 - 12/01/2021
4123857,PR,Santa Maria do Oeste,2025,Nº 2 - 24/02/2025
4123907,PR,Santa Mariana,2016,Nº 5 - 03/08/2016
4123956,PR,Santa Mônica,2022,Nº 1 - 24/02/2022
4124004,PR,Santana do Itararé,2025,Nº 2 - 24/02/2025
4124020,PR,Santa Tereza do Oeste,2025,Nº 12 - 03/09/2025
4124053,PR,Santa Terezinha de Itaipu,2022,Nº 1 - 24/02/2022
4124103,PR,Santo Antônio da Platina,2022,Nº 1 - 24/02/2022
4124202,PR,Santo Antônio do Caiuá,2020,Nº 2 - 08/07/2020
4124400,PR,Santo Antônio do Sudoeste,2016,Nº 1 - 21/03/2016
4124509,PR,Santo Inácio,2024,Nº 7 - 21/06/2024
4124608,PR,São Carlos do Ivaí,2020,Nº 2 - 08/07/2020
4124707,PR,São Jerônimo da Serra,2024,Nº 4 - 07/05/2024
4124905,PR,São João do Caiuá,2016,Nº 5 - 03/08/2016
4125001,PR,São João do Ivaí,2024,Nº 7 - 21/06/2024
4125100,PR,São João do Triunfo,2024,Nº 4 - 07/05/2024
4125209,PR,São Jorge d'Oeste,2024,Nº 7 - 21/06/2024
4125308,PR,São Jorge do Ivaí,2024,Nº 4 - 07/05/2024
4125357,PR,São Jorge do Patrocínio,2016,Nº 5 - 03/08/2016
4125456,PR,São José das Palmeiras,2025,Nº 9 - 30/06/2025
4125506,PR,São José dos Pinhais,2024,Nº 4 - 07/05/2024
4125555,PR,São Manoel do Paraná,2017,Nº 5 - 11/10/2017
4125605,PR,São Mateus do Sul,2016,Nº 1 - 21/03/2016
4125803,PR,São Pedro do Ivaí,2024,Nº 7 - 21/06/2024
4125902,PR,São Pedro do Paraná,2016,Nº 7 - 13/12/2016
4126009,PR,São Sebastião da Amoreira,2022,Nº 2 - 05/05/2022
4126108,PR,São Tomé,2018,Nº 5 - 23/07/2018
4126207,PR,Sapopema,2020,Nº 2 - 08/07/2020
4126256,PR,Sarandi,2024,Nº 10 - 30/09/2024
4126272,PR,Saudade do Iguaçu,2025,Nº 2 - 24/02/2025
4126306,PR,Sengés,2025,Nº 9 - 30/06/2025
4126355,PR,Serranópolis do Iguaçu,2022,Nº 1 - 24/02/2022
